tylko_moje, tylko_Tomka, srednia, fallback
4.374478813078629, 2.4053771964592405, 2.888321310545086, 3.980013229778325
4.356095036138406, 2.406610278925619, 2.883090180965607, 3.961521689030967
4.336820930175272, 2.4084128266632985, 2.8780950793104365, 3.942866883968985
4.3165212170591865, 2.408087901234568, 2.8706046698172503, 3.921542204713506
4.299126351836116, 2.411742784687838, 2.8675911019034, 3.9059209418614755
4.283701391846673, 2.4136018431001895, 2.8642809594515204, 3.889948320013027
4.267530192175725, 2.41330627818245, 2.859024777477262, 3.8738957835735754
4.251913072665334, 2.4165468537799883, 2.8561615677788015, 3.859185820515038
4.2369933903042885, 2.4158690304709167, 2.8522948911382007, 3.8436121160660623
4.2231437129030445, 2.415783854166668, 2.8486194909148503, 3.8289644594308205
4.208514599847524, 2.414305452226589, 2.8443510307503455, 3.81314017110908
4.1935155440389265, 2.414025406080802, 2.839299670080511, 3.798448280398779
4.180747860970093, 2.414372206917662, 2.8366880556393266, 3.7851416983336272
4.167546328496611, 2.4191143999999967, 2.8354507540080363, 3.7722781284966107
4.1539792455057425, 2.4167414959317726, 2.8300031520239957, 3.7571444253900674
4.142135056801508, 2.420011534025374, 2.8281904326725913, 3.7451137188545647
4.129666594499072, 2.4203057781129247, 2.824819711669933, 3.732602592236842
4.115418634133945, 2.4243490778455916, 2.822656925077057, 3.718383242376583
4.102931886487697, 2.4276703148305248, 2.8207372768018497, 3.707051185991454
4.090550213288999, 2.427477899343863, 2.8170883364933443, 3.6947020838693656
4.0777003127678775, 2.4321948890113196, 2.8147313394557654, 3.6819213727240325
4.067057025005913, 2.438289955658051, 2.8144361572583683, 3.672861789222305
4.055448503924142, 2.4428933347290136, 2.8128329101769993, 3.6605514397870254
4.04540049087367, 2.4410953109936364, 2.8089732746975065, 3.649516455525486
4.034649015877308, 2.441432165721943, 2.8063298073541136, 3.6381139471996162
4.02357607585991, 2.44642098232312, 2.8058667833173536, 3.627346249748107
4.012842894891146, 2.447240858973021, 2.802800173593618, 3.617982851002136
4.002100128969966, 2.4475405408742215, 2.799267518440059, 3.607200046929731
3.9917393504899965, 2.4474052171887557, 2.7963417116266256, 3.5966487163822642
3.9814534837412756, 2.452333624195899, 2.795139429622961, 3.5867266399497804
3.97314978230168, 2.4558163518392493, 2.794476018441913, 3.578172808954779
3.9632835403072906, 2.459349964612383, 2.793131113311745, 3.5691097561693366
3.953847750612995, 2.461916538731761, 2.791606805324713, 3.559296775637234
3.9448769867631226, 2.466881085658377, 2.7914452649844197, 3.5516928515526804
3.937284897039013, 2.470547059132791, 2.791211298120249, 3.545015424903726
3.928904624915611, 2.4747903576575236, 2.7914736255309913, 3.5380220839226726
3.9208744554425414, 2.4823468795953723, 2.7925954866791174, 3.5302881151127936
3.9148427462234383, 2.485107197374787, 2.7925282682152246, 3.525371859798983
3.908897554046127, 2.486526890219738, 2.7924036178917486, 3.5189055821690194
3.9028432535304063, 2.4883955102005886, 2.7913799149430667, 3.513260904349192
3.8948546981786145, 2.4896927055377347, 2.789945642190429, 3.50562617844857
3.88728498054208, 2.491336029374677, 2.7887566258730567, 3.4978668397977843
3.8816206273797347, 2.4945653848721827, 2.788673183296821, 3.492292855894431
3.8740511594183777, 2.4968237183886375, 2.787277545459367, 3.483925083872632
3.866846859495745, 2.4981720580634663, 2.786429761766881, 3.476570392471315
3.860727294216932, 2.500618549540849, 2.7862533351571384, 3.470697291529952
3.853906907113628, 2.499161650409854, 2.783261751472353, 3.4639469531672034
3.847941580654781, 2.4978118271957865, 2.7812365078070256, 3.4576134994436405
3.840529541768271, 2.5002367569478636, 2.7807636699844487, 3.450196210112591
3.8337234522796786, 2.499224592039778, 2.778804549520414, 3.443299822578611
3.8262150033429334, 2.5016615077068765, 2.7785217209738695, 3.4359008426095055
3.820065005955331, 2.501431367649347, 2.7769555848168093, 3.4287215879239783
3.81265720009262, 2.502245859812669, 2.774946145222703, 3.422525417809042
3.8054581535767467, 2.503838917076151, 2.7738401752101756, 3.415274336212378
3.7990636291829545, 2.5043744677762905, 2.772427089944533, 3.409120969482197
3.793026032473559, 2.5066318347026373, 2.7722237164006738, 3.4022554632904316
3.7858941921205567, 2.509318467306144, 2.7712066044567663, 3.3954443882751386
3.7797274885335828, 2.510333423170258, 2.769986843493363, 3.3890495919773516
3.773775095526298, 2.512341873469173, 2.769690317606969, 3.3831486874657224
3.768178425599235, 2.511545384614191, 2.768103654161402, 3.3773120276687694
3.76362779103272, 2.512800335466637, 2.7678457914409864, 3.371967622148154
3.7574026471992363, 2.5146358139162044, 2.7669873967039313, 3.3657100073665096
3.752206081685241, 2.516894526889667, 2.7668841221095133, 3.360830958100985
3.746653850609767, 2.5201926230875378, 2.767345482813052, 3.355034064084402
3.7417844800048115, 2.5220472493310258, 2.767408772275851, 3.3503223846021544
3.736950414191634, 2.5223610590832255, 2.766645542446918, 3.3459057180325353
3.732323866114328, 2.5246691832210906, 2.7669479182805685, 3.34190746792678
3.728265227490748, 2.5242613678325596, 2.7657892142748057, 3.3379990927035434
3.722856160752568, 2.5257126733628503, 2.7648070234243662, 3.3332064116419327
3.718870600268341, 2.5293616882026133, 2.7660145072486926, 3.3299267239336374
3.7135520037537963, 2.528374763402348, 2.764086240995898, 3.3242705414230858
3.708578794787323, 2.530075188805873, 2.7632772543121287, 3.3194496706438352
3.704509120173472, 2.5302256419775646, 2.762559399461811, 3.3147617112550707
3.6995672389598955, 2.5311357760765425, 2.7616264905722576, 3.309915710278877
3.695226936805478, 2.531897416201224, 2.761248760762062, 3.305736403136949
3.6912845440731394, 2.5320042696250664, 2.7602206569342873, 3.302576831383394
3.687556141292181, 2.5328600717988814, 2.7597256924053237, 3.299099278028328
3.683644368462403, 2.5341762534244734, 2.7595333219055296, 3.2958055192690394
3.6789206863160837, 2.5338117114960794, 2.7580061533028415, 3.291268415411695
3.6740400656090446, 2.5321929615239074, 2.75549993515339, 3.2871902847098142
3.6699640264818076, 2.534270791644167, 2.755437338195078, 3.282671468513928
3.6662297795945338, 2.5349604344165515, 2.7548062162826468, 3.279033215128366
3.662095022619628, 2.5378710466213574, 2.7552816153667745, 3.2751219607016315
3.658017849411545, 2.5391517521324967, 2.7550461316231143, 3.2711506692383097
3.6536001300528906, 2.538305473859673, 2.7534668634336215, 3.267365408525144
3.649428997206554, 2.5382400714848896, 2.752149612372575, 3.2629950607206393
3.644885994684621, 2.5405680946628197, 2.7518105542199325, 3.25937736554815
3.6415066497579023, 2.5416877887990292, 2.751407638077454, 3.255939324096333
3.6382552487553728, 2.5408270652483482, 2.7502933389417232, 3.252521314925684
3.633416260675274, 2.5407534476252263, 2.748873502948679, 3.247312248638889
3.629008148262989, 2.5423125300808938, 2.7478888989078456, 3.2430148892491606
3.6248370243001387, 2.5434448383103962, 2.7472105154838324, 3.2387213656727667
3.621756158749689, 2.5429670047753192, 2.745899552931835, 3.2353914689536327
3.618771303651371, 2.5438683297482236, 2.745766800022251, 3.2328316646062634
3.6146242962215536, 2.543730306486975, 2.7442554434568143, 3.22893587505407
3.6106907224641698, 2.544584284856499, 2.743710968986434, 3.225078320333549
3.606634894521851, 2.5447374655899053, 2.7427310228611055, 3.221054350702041
3.6027711322894604, 2.546763162183577, 2.742668723922007, 3.217356811717362
3.598905451859367, 2.5483859605140826, 2.742475135115771, 3.2140318675176114
3.594703956415207, 2.549500711766163, 2.742021312778365, 3.210304765976874
3.5910797392777676, 2.549269896076249, 2.741202991698227, 3.2067291103717994
3.5874663552852404, 2.550772934967153, 2.740990751981302, 3.203737443064737
3.5832880748775096, 2.5510400105670366, 2.739923481760859, 3.199213581265061
3.5795971176934707, 2.5520641479161936, 2.73931252830122, 3.1957887498087207
3.5749106472613206, 2.5522767243334266, 2.7378487795625497, 3.1903652686683808
3.569861877539112, 2.552699450395083, 2.7365055979655115, 3.184836958546087
3.5659330092695987, 2.554006180647772, 2.7362994598714065, 3.1808239311045736
3.5618104119411744, 2.5541231338060335, 2.735035216166118, 3.176798467422804
3.5574197334139788, 2.5563825519439525, 2.7345344092276926, 3.1729144043949584
3.5530508213831165, 2.557637678159717, 2.7341268866501944, 3.168666949331539
3.547943626832698, 2.559305155594541, 2.7332815976719034, 3.1636132750522097
3.542504131142195, 2.5604736568538042, 2.731899770814475, 3.158282660973466
3.5375025155285442, 2.560986530253726, 2.730496450886928, 3.1530733730106135
3.534080345585229, 2.562951056501801, 2.7305147809071455, 3.149607319621174
