tylko_moje, tylko_Tomka, srednia, fallback
6.941693459336335, 2.708, 3.399617570159684, 3.2636934593363334
6.495525231018515, 2.4495, 3.3214561128381543, 2.7470252310185215
6.403880780131911, 2.252111111111111, 3.246945736814396, 2.632214113465243
6.339734562569301, 2.1869444444444444, 3.200798388201432, 2.5396790070137474
6.307927413203795, 2.111299444444443, 3.1637352965600365, 2.464666857648237
6.303173043321889, 2.1069638888888904, 3.1653383063345966, 2.448830265544113
6.310909666832357, 2.079157766439908, 3.158388240590367, 2.439071424201975
6.30993053264449, 2.070657766439908, 3.1569622691973054, 2.437740249197779
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
6.310120938591622, 2.069065173847317, 3.156753619069581, 2.440807584157257
